country_name,country_code,year,population,electricity_twh,avg_temp,population_growth,population_growth_pct,electro_growth,electro_growth_pct,temp_growth,temp_growth_pct,electro_per_capita_kwh
Cyprus,CYP,2021,1317309,5.12,19.87,15062,1.16,0.27,5.57,0.09,0.46,3886.71
Cyprus,CYP,2022,1331370,5.26,19.33,14061,1.07,0.14,2.73,-0.54,-2.72,3950.82
Denmark,DNK,2000,5339616,35.85,9.35,NULL,NULL,NULL,NULL,NULL,NULL,6713.97
Denmark,DNK,2001,5358783,37.54,8.39,19167,0.36,1.69,4.71,-0.96,-10.27,7005.32
Denmark,DNK,2002,5375931,39.1,9.2,17148,0.32,1.56,4.16,0.81,9.65,7273.16
Denmark,DNK,2003,5390574,45.97,8.75,14643,0.27,6.87,17.57,-0.45,-4.89,8527.85
Denmark,DNK,2004,5404523,40.24,8.74,13949,0.26,-5.73,-12.46,-0.01,-0.11,7445.62
Denmark,DNK,2005,5419432,36.08,8.84,14909,0.28,-4.16,-10.34,0.1,1.14,6657.52
Denmark,DNK,2006,5437272,45.44,9.43,17840,0.33,9.36,25.94,0.59,6.67,8357.13
Denmark,DNK,2007,5461438,39.14,9.59,24166,0.44,-6.3,-13.86,0.16,1.7,7166.61
Denmark,DNK,2008,5493621,36.48,9.58,32183,0.59,-2.66,-6.8,-0.01,-0.1,6640.43
Denmark,DNK,2009,5523095,36.25,8.94,29474,0.54,-0.23,-0.63,-0.64,-6.68,6563.35
Denmark,DNK,2010,5547683,38.75,7.19,24588,0.45,2.5,6.9,-1.75,-19.57,6984.9
Denmark,DNK,2011,5570572,35.11,9.15,22889,0.41,-3.64,-9.39,1.96,27.26,6302.76
Denmark,DNK,2012,5591572,30.57,8.53,21000,0.38,-4.54,-12.93,-0.62,-6.78,5467.16
Denmark,DNK,2013,5614932,34.61,8.67,23360,0.42,4.04,13.22,0.14,1.64,6163.92
Denmark,DNK,2014,5643475,32.04,10.21,28543,0.51,-2.57,-7.43,1.54,17.76,5677.35
Denmark,DNK,2015,5683483,28.78,9.38,40008,0.71,-3.26,-10.17,-0.83,-8.13,5063.8
Denmark,DNK,2016,5728010,30.4,9.14,44527,0.78,1.62,5.63,-0.24,-2.56,5307.25
Denmark,DNK,2017,5764980,30.9,9.05,36970,0.65,0.5,1.64,-0.09,-0.98,5359.95
Denmark,DNK,2018,5793636,30.21,9.69,28656,0.5,-0.69,-2.23,0.64,7.07,5214.34
Denmark,DNK,2019,5814422,29.37,9.71,20786,0.36,-0.84,-2.78,0.02,0.21,5051.23
Denmark,DNK,2020,5831404,28.58,10.08,16982,0.29,-0.79,-2.69,0.37,3.81,4901.05
Denmark,DNK,2021,5856733,32.92,8.96,25329,0.43,4.34,15.19,-1.12,-11.11,5620.88
Denmark,DNK,2022,5903037,34.89,9.77,46304,0.79,1.97,5.98,0.81,9.04,5910.52
Djibouti,DJI,2000,747318,0.18,28.27,NULL,NULL,NULL,NULL,NULL,NULL,240.86
Djibouti,DJI,2001,771313,0.19,28.35,23995,3.21,0.01,5.56,0.08,0.28,246.33
Djibouti,DJI,2002,795574,0.2,28.88,24261,3.15,0.01,5.26,0.53,1.87,251.39
Djibouti,DJI,2003,813519,0.2,28.62,17945,2.26,0,0,-0.26,-0.9,245.85
Djibouti,DJI,2004,826124,0.22,28.5,12605,1.55,0.02,10,-0.12,-0.42,266.3
Djibouti,DJI,2005,839167,0.3,28.59,13043,1.58,0.08,36.36,0.09,0.32,357.5
Djibouti,DJI,2006,855764,0.31,28.52,16597,1.98,0.01,3.33,-0.07,-0.24,362.25
Djibouti,DJI,2007,874528,0.32,28.33,18764,2.19,0.01,3.23,-0.19,-0.67,365.91
Djibouti,DJI,2008,892734,0.34,28.31,18206,2.08,0.02,6.25,-0.02,-0.07,380.85
Djibouti,DJI,2009,911527,0.35,29.08,18793,2.11,0.01,2.94,0.77,2.72,383.97
Djibouti,DJI,2010,930251,0.38,28.69,18724,2.05,0.03,8.57,-0.39,-1.34,408.49
Djibouti,DJI,2011,948558,0.39,28.59,18307,1.97,0.01,2.63,-0.1,-0.35,411.15
Djibouti,DJI,2012,966747,0.39,28.57,18189,1.92,0,0,-0.02,-0.07,403.41
Djibouti,DJI,2013,984824,0.43,28.94,18077,1.87,0.04,10.26,0.37,1.3,436.63
Djibouti,DJI,2014,1002717,0.1,28.66,17893,1.82,-0.33,-76.74,-0.28,-0.97,99.73
Djibouti,DJI,2015,1020313,0.18,29.21,17596,1.75,0.08,80,0.55,1.92,176.42
Djibouti,DJI,2016,1037653,0.09,29.07,17340,1.7,-0.09,-50,-0.14,-0.48,86.73
Djibouti,DJI,2017,1054841,0.06,28.85,17188,1.66,-0.03,-33.33,-0.22,-0.76,56.88
Djibouti,DJI,2018,1071882,0.05,28.45,17041,1.62,-0.01,-16.67,-0.4,-1.39,46.65
Djibouti,DJI,2019,1088709,0.09,28.57,16827,1.57,0.04,80,0.12,0.42,82.67
Djibouti,DJI,2020,1105188,0.13,28.39,16479,1.51,0.04,44.44,-0.18,-0.63,117.63
Djibouti,DJI,2021,1121248,0.13,28.52,16060,1.45,0,0,0.13,0.46,115.94
Djibouti,DJI,2022,1137096,0.13,28.6,15848,1.41,0,0,0.08,0.28,114.33
Dominica,DMA,2000,68511,0.08,26.48,NULL,NULL,NULL,NULL,NULL,NULL,1167.7
Dominica,DMA,2001,68288,0.08,26.86,-223,-0.33,0,0,0.38,1.44,1171.51
Dominica,DMA,2002,68367,0.07,26.87,79,0.12,-0.01,-12.5,0.01,0.04,1023.89
Dominica,DMA,2003,68531,0.08,26.89,164,0.24,0.01,14.29,0.02,0.07,1167.35
Dominica,DMA,2004,68649,0.11,26.64,118,0.17,0.03,37.5,-0.25,-0.93,1602.35
Dominica,DMA,2005,68734,0.12,27.06,85,0.12,0.01,9.09,0.42,1.58,1745.86
Dominica,DMA,2006,68806,0.12,26.86,72,0.1,0,0,-0.2,-0.74,1744.03
Dominica,DMA,2007,68847,0.12,26.78,41,0.06,0,0,-0.08,-0.3,1743
Dominica,DMA,2008,68854,0.13,26.49,7,0.01,0.01,8.33,-0.29,-1.08,1888.05
Dominica,DMA,2009,68864,0.13,26.92,10,0.01,0,0,0.43,1.62,1887.78
Dominica,DMA,2010,68859,0.14,27.23,-5,-0.01,0.01,7.69,0.31,1.15,2033.14
Dominica,DMA,2011,69053,0.15,26.82,194,0.28,0.01,7.14,-0.41,-1.51,2172.24
Dominica,DMA,2012,69118,0.15,26.89,65,0.09,0,0,0.07,0.26,2170.2
Dominica,DMA,2013,69715,0.15,26.96,597,0.86,0,0,0.07,0.26,2151.62
Dominica,DMA,2014,70373,0.15,26.95,658,0.94,0,0,-0.01,-0.04,2131.5
Dominica,DMA,2015,70410,0.15,27.16,37,0.05,0,0,0.21,0.78,2130.38
Dominica,DMA,2016,69606,0.16,27.15,-804,-1.14,0.01,6.67,-0.01,-0.04,2298.65
Dominica,DMA,2017,68496,0.13,26.98,-1110,-1.59,-0.03,-18.75,-0.17,-0.63,1897.92
Dominica,DMA,2018,68174,0.11,26.64,-322,-0.47,-0.02,-15.38,-0.34,-1.26,1613.52
Dominica,DMA,2019,67880,0.14,26.98,-294,-0.43,0.03,27.27,0.34,1.28,2062.46
Dominica,DMA,2020,67573,0.16,27.02,-307,-0.45,0.02,14.29,0.04,0.15,2367.81
Dominica,DMA,2021,67202,0.16,26.9,-371,-0.55,0,0,-0.12,-0.44,2380.88
Dominica,DMA,2022,66826,0.17,26.68,-376,-0.56,0.01,6.25,-0.22,-0.82,2543.92
"Dominican Republic",DOM,2000,8584190,13.01,24.34,NULL,NULL,NULL,NULL,NULL,NULL,1515.58
"Dominican Republic",DOM,2001,8720283,12.84,24.58,136093,1.59,-0.17,-1.31,0.24,0.99,1472.43
"Dominican Republic",DOM,2002,8852235,13.9,24.72,131952,1.51,1.06,8.26,0.14,0.57,1570.22
"Dominican Republic",DOM,2003,8980620,14.18,24.7,128385,1.45,0.28,2.01,-0.02,-0.08,1578.96
"Dominican Republic",DOM,2004,9104892,12.02,24.39,124272,1.38,-2.16,-15.23,-0.31,-1.26,1320.17
"Dominican Republic",DOM,2005,9225034,13.34,24.41,120142,1.32,1.32,10.98,0.02,0.08,1446.07
"Dominican Republic",DOM,2006,9341183,14.11,24.57,116149,1.26,0.77,5.77,0.16,0.66,1510.52
"Dominican Republic",DOM,2007,9455658,14.57,24.33,114475,1.23,0.46,3.26,-0.24,-0.98,1540.88
"Dominican Republic",DOM,2008,9573130,14.61,23.95,117472,1.24,0.04,0.27,-0.38,-1.56,1526.15
"Dominican Republic",DOM,2009,9695265,13.75,24.31,122135,1.28,-0.86,-5.89,0.36,1.5,1418.22
"Dominican Republic",DOM,2010,9820175,14.78,24.32,124910,1.29,1.03,7.49,0.01,0.04,1505.06
"Dominican Republic",DOM,2011,9945621,15.76,23.93,125446,1.28,0.98,6.63,-0.39,-1.6,1584.62
"Dominican Republic",DOM,2012,10070411,16.9,24.4,124790,1.25,1.14,7.23,0.47,1.96,1678.18
"Dominican Republic",DOM,2013,10193833,17.72,24.53,123422,1.23,0.82,4.85,0.13,0.53,1738.31
"Dominican Republic",DOM,2014,10315528,17.28,24.82,121695,1.19,-0.44,-2.48,0.29,1.18,1675.14
"Dominican Republic",DOM,2015,10434829,18,25.1,119301,1.16,0.72,4.17,0.28,1.13,1724.99
"Dominican Republic",DOM,2016,10551430,18.78,24.93,116601,1.12,0.78,4.33,-0.17,-0.68,1779.85
"Dominican Republic",DOM,2017,10666843,19.2,24.74,115413,1.09,0.42,2.24,-0.19,-0.76,1799.97
"Dominican Republic",DOM,2018,10782053,19.84,24.61,115210,1.08,0.64,3.33,-0.13,-0.53,1840.09
"Dominican Republic",DOM,2019,10894043,20.57,24.91,111990,1.04,0.73,3.68,0.3,1.22,1888.19
"Dominican Republic",DOM,2020,11008300,16.8,24.91,114257,1.05,-3.77,-18.33,0,0,1526.12
"Dominican Republic",DOM,2021,11123476,20.61,24.75,115176,1.05,3.81,22.68,-0.16,-0.64,1852.84
"Dominican Republic",DOM,2022,11230734,21.54,24.57,107258,0.96,0.93,4.51,-0.18,-0.73,1917.95
Ecuador,ECU,2000,12689206,10.53,20.84,NULL,NULL,NULL,NULL,NULL,NULL,829.84
Ecuador,ECU,2001,12910740,10.98,20.98,221534,1.75,0.45,4.27,0.14,0.67,850.45
Ecuador,ECU,2002,13138472,11.81,21.48,227732,1.76,0.83,7.56,0.5,2.38,898.89
Ecuador,ECU,2003,13372306,11.48,21.33,233834,1.78,-0.33,-2.79,-0.15,-0.7,858.49
Ecuador,ECU,2004,13608701,12.8,21.34,236395,1.77,1.32,11.5,0.01,0.05,940.57
Ecuador,ECU,2005,13846163,12.64,21.21,237462,1.74,-0.16,-1.25,-0.13,-0.61,912.89
Ecuador,ECU,2006,14086131,14.08,21.31,239968,1.73,1.44,11.39,0.1,0.47,999.56
Ecuador,ECU,2007,14328773,17.25,20.79,242642,1.72,3.17,22.51,-0.52,-2.44,1203.87
Ecuador,ECU,2008,14575202,18.49,21.08,246429,1.72,1.24,7.19,0.29,1.39,1268.59
Ecuador,ECU,2009,14825954,18.16,21.61,250752,1.72,-0.33,-1.78,0.53,2.51,1224.88
Ecuador,ECU,2010,15076695,19.42,21.36,250741,1.69,1.26,6.94,-0.25,-1.16,1288.08
Ecuador,ECU,2011,15326227,20.43,21.16,249532,1.66,1.01,5.2,-0.2,-0.94,1333.01
Ecuador,ECU,2012,15572194,22.73,21.37,245967,1.6,2.3,11.26,0.21,0.99,1459.65
Ecuador,ECU,2013,15807128,23.16,21.12,234934,1.51,0.43,1.89,-0.25,-1.17,1465.16
Ecuador,ECU,2014,16035124,24.19,21.65,227996,1.44,1.03,4.45,0.53,2.51,1508.56
Ecuador,ECU,2015,16266225,25.83,22.14,231101,1.44,1.64,6.78,0.49,2.26,1587.95
Ecuador,ECU,2016,16505139,27.16,21.96,238914,1.47,1.33,5.15,-0.18,-0.81,1645.55
Ecuador,ECU,2017,16759519,27.83,21.76,254380,1.54,0.67,2.47,-0.2,-0.91,1660.55
Ecuador,ECU,2018,17049547,29.04,21.53,290028,1.73,1.21,4.35,-0.23,-1.06,1703.27
Ecuador,ECU,2019,17340021,32.31,22,290474,1.7,3.27,11.26,0.47,2.18,1863.32
Ecuador,ECU,2020,17546065,31.29,21.81,206044,1.19,-1.02,-3.16,-0.19,-0.86,1783.31
Ecuador,ECU,2021,17682454,32.12,21.42,136389,0.78,0.83,2.65,-0.39,-1.79,1816.49
Ecuador,ECU,2022,17823897,32.65,21.07,141443,0.8,0.53,1.65,-0.35,-1.63,1831.81
Egypt,EGY,2000,73083284,73.32,22.36,NULL,NULL,NULL,NULL,NULL,NULL,1003.24
Egypt,EGY,2001,74652029,80.71,23.15,1568745,2.15,7.39,10.08,0.79,3.53,1081.15
Egypt,EGY,2002,76239137,86.23,23.26,1587108,2.13,5.52,6.84,0.11,0.48,1131.05
Egypt,EGY,2003,77853548,92.19,23.07,1614411,2.12,5.96,6.91,-0.19,-0.82,1184.15
Egypt,EGY,2004,79477443,98.25,23.01,1623895,2.09,6.06,6.57,-0.06,-0.26,1236.2
Egypt,EGY,2005,81101004,104.94,23,1623561,2.04,6.69,6.81,-0.01,-0.04,1293.94
Egypt,EGY,2006,82700403,111.66,23,1599399,1.97,6.72,6.4,0,0,1350.17
Egypt,EGY,2007,84276225,119.86,23.13,1575822,1.91,8.2,7.34,0.13,0.57,1422.23
Egypt,EGY,2008,85864789,128.8,23.43,1588564,1.88,8.94,7.46,0.3,1.3,1500.03
Egypt,EGY,2009,87501636,134.27,23.28,1636847,1.91,5.47,4.25,-0.15,-0.64,1534.49
Egypt,EGY,2010,89196072,144.43,24.57,1694436,1.94,10.16,7.57,1.29,5.54,1619.24
Egypt,EGY,2011,91093059,149.56,22.84,1896987,2.13,5.13,3.55,-1.73,-7.04,1641.84
Egypt,EGY,2012,93161001,162.84,23.49,2067942,2.27,13.28,8.88,0.65,2.85,1747.94
Egypt,EGY,2013,95333553,165.08,23.4,2172552,2.33,2.24,1.38,-0.09,-0.38,1731.6
Egypt,EGY,2014,97528654,171.24,23.66,2195101,2.3,6.16,3.73,0.26,1.11,1755.79
Egypt,EGY,2015,99597342,181.83,23.44,2068688,2.12,10.59,6.18,-0.22,-0.93,1825.65
Egypt,EGY,2016,101644589,188.19,23.82,2047247,2.06,6.36,3.5,0.38,1.62,1851.45
Egypt,EGY,2017,103696057,193.21,23.31,2051468,2.02,5.02,2.67,-0.51,-2.14,1863.23
Egypt,EGY,2018,105682094,199.39,24.08,1986037,1.92,6.18,3.2,0.77,3.3,1886.7
Egypt,EGY,2019,107553158,200.56,23.38,1871064,1.77,1.17,0.59,-0.7,-2.91,1864.75
Egypt,EGY,2020,109315124,198.6,23.18,1761966,1.64,-1.96,-0.98,-0.2,-0.86,1816.77
Egypt,EGY,2021,110957008,209.65,23.88,1641884,1.5,11.05,5.56,0.7,3.02,1889.47
Egypt,EGY,2022,112618250,200.85,23.23,1661242,1.5,-8.8,-4.2,-0.65,-2.72,1783.46
Eritrea,ERI,2000,2247031,0.21,26.44,NULL,NULL,NULL,NULL,NULL,NULL,93.46
Eritrea,ERI,2001,2312079,0.23,26.58,65048,2.89,0.02,9.52,0.14,0.53,99.48
Eritrea,ERI,2002,2392978,0.26,26.93,80899,3.5,0.03,13.04,0.35,1.32,108.65
Eritrea,ERI,2003,2493903,0.28,26.64,100925,4.22,0.02,7.69,-0.29,-1.08,112.27
Eritrea,ERI,2004,2598284,0.28,26.54,104381,4.19,0,0,-0.1,-0.38,107.76
Eritrea,ERI,2005,2661215,0.29,26.81,62931,2.42,0.01,3.57,0.27,1.02,108.97
Eritrea,ERI,2006,2703502,0.27,26.51,42287,1.59,-0.02,-6.9,-0.3,-1.12,99.87
Eritrea,ERI,2007,2743222,0.29,26.42,39720,1.47,0.02,7.41,-0.09,-0.34,105.72
Eritrea,ERI,2008,2816327,0.28,26.59,73105,2.66,-0.01,-3.45,0.17,0.64,99.42
Eritrea,ERI,2009,2887885,0.29,27.23,71558,2.54,0.01,3.57,0.64,2.41,100.42
Eritrea,ERI,2010,2945186,0.31,27.38,57301,1.98,0.02,6.9,0.15,0.55,105.26
Eritrea,ERI,2011,2998485,0.32,26.77,53299,1.81,0.01,3.23,-0.61,-2.23,106.72
Eritrea,ERI,2012,3036988,0.32,26.94,38503,1.28,0,0,0.17,0.64,105.37
Eritrea,ERI,2013,3074360,0.27,27.04,37372,1.23,-0.05,-15.62,0.1,0.37,87.82
Eritrea,ERI,2014,3095173,0.27,26.7,20813,0.68,0,0,-0.34,-1.26,87.23
Eritrea,ERI,2015,3105546,0.26,27.25,10373,0.34,-0.01,-3.7,0.55,2.06,83.72
Eritrea,ERI,2016,3124698,0.27,27.26,19152,0.62,0.01,3.85,0.01,0.04,86.41
Eritrea,ERI,2017,3150347,0.34,27.07,25649,0.82,0.07,25.93,-0.19,-0.7,107.92
Eritrea,ERI,2018,3192760,0.35,26.91,42413,1.35,0.01,2.94,-0.16,-0.59,109.62
Eritrea,ERI,2019,3240194,0.36,26.68,47434,1.49,0.01,2.86,-0.23,-0.85,111.1
Eritrea,ERI,2020,3291271,0.37,26.36,51077,1.58,0.01,2.78,-0.32,-1.2,112.42
Eritrea,ERI,2021,3350183,0.38,26.88,58912,1.79,0.01,2.7,0.52,1.97,113.43
Eritrea,ERI,2022,3409447,0.38,26.49,59264,1.77,0,0,-0.39,-1.45,111.46
Estonia,EST,2000,1396985,8.51,7.07,NULL,NULL,NULL,NULL,NULL,NULL,6091.69
Estonia,EST,2001,1388115,8.49,6.07,-8870,-0.63,-0.02,-0.24,-1,-14.14,6116.21
Estonia,EST,2002,1379350,8.53,6.24,-8765,-0.63,0.04,0.47,0.17,2.8,6184.07
Estonia,EST,2003,1370720,10.16,5.8,-8630,-0.63,1.63,19.11,-0.44,-7.05,7412.16
Estonia,EST,2004,1362550,10.31,5.99,-8170,-0.6,0.15,1.48,0.19,3.28,7566.69
Estonia,EST,2005,1354775,10.2,6.14,-7775,-0.57,-0.11,-1.07,0.15,2.5,7528.93
Estonia,EST,2006,1346810,9.73,6.6,-7965,-0.59,-0.47,-4.61,0.46,7.49,7224.48
Estonia,EST,2007,1340680,12.18,6.74,-6130,-0.46,2.45,25.18,0.14,2.12,9084.94
Estonia,EST,2008,1337090,10.58,7.25,-3590,-0.27,-1.6,-13.14,0.51,7.57,7912.71
Estonia,EST,2009,1334515,8.78,6.04,-2575,-0.19,-1.8,-17.01,-1.21,-16.69,6579.17
Estonia,EST,2010,1331475,12.97,4.95,-3040,-0.23,4.19,47.72,-1.09,-18.05,9741.08
Estonia,EST,2011,1327439,12.89,6.95,-4036,-0.3,-0.08,-0.62,2,40.4,9710.43
Estonia,EST,2012,1322696,11.96,5.61,-4743,-0.36,-0.93,-7.21,-1.34,-19.28,9042.14
Estonia,EST,2013,1317997,13.28,6.76,-4699,-0.36,1.32,11.04,1.15,20.5,10075.9
Estonia,EST,2014,1314545,12.45,6.96,-3452,-0.26,-0.83,-6.25,0.2,2.96,9470.96
Estonia,EST,2015,1315407,10.15,7.39,862,0.07,-2.3,-18.47,0.43,6.18,7716.24
Estonia,EST,2016,1315790,12.17,6.48,383,0.03,2.02,19.9,-0.91,-12.31,9249.2
Estonia,EST,2017,1317384,13.16,6.29,1594,0.12,0.99,8.13,-0.19,-2.93,9989.49
Estonia,EST,2018,1321977,12.37,7.02,4593,0.35,-0.79,-6,0.73,11.61,9357.2
Estonia,EST,2019,1326898,7.61,7.2,4921,0.37,-4.76,-38.48,0.18,2.56,5735.18
Estonia,EST,2020,1329522,6.08,8.14,2624,0.2,-1.53,-20.11,0.94,13.06,4573.07
Estonia,EST,2021,1330932,7.19,6.3,1410,0.11,1.11,18.26,-1.84,-22.6,5402.23
Estonia,EST,2022,1348840,8.9,6.9,17908,1.35,1.71,23.78,0.6,9.52,6598.26
Eswatini,SWZ,2000,1041414,0.66,19.74,NULL,NULL,NULL,NULL,NULL,NULL,633.75
Eswatini,SWZ,2001,1051064,0.7,20.21,9650,0.93,0.04,6.06,0.47,2.38,665.99
Eswatini,SWZ,2002,1059441,0.72,20.32,8377,0.8,0.02,2.86,0.11,0.54,679.6
Eswatini,SWZ,2003,1066700,0.64,20.69,7259,0.69,-0.08,-11.11,0.37,1.82,599.98
Eswatini,SWZ,2004,1073159,0.58,20.75,6459,0.61,-0.06,-9.38,0.06,0.29,540.46
Eswatini,SWZ,2005,1079022,0.62,21.07,5863,0.55,0.04,6.9,0.32,1.54,574.59
Eswatini,SWZ,2006,1084436,0.69,20.38,5414,0.5,0.07,11.29,-0.69,-3.27,636.28
Eswatini,SWZ,2007,1090705,0.71,20.63,6269,0.58,0.02,2.9,0.25,1.23,650.96
Eswatini,SWZ,2008,1098091,0.69,20.78,7386,0.68,-0.02,-2.82,0.15,0.73,628.36
Eswatini,SWZ,2009,1105153,0.66,20.63,7062,0.64,-0.03,-4.35,-0.15,-0.72,597.2
Eswatini,SWZ,2010,1111650,0.74,20.87,6497,0.59,0.08,12.12,0.24,1.16,665.68
Eswatini,SWZ,2011,1117833,0.58,20.36,6183,0.56,-0.16,-21.62,-0.51,-2.44,518.86
Eswatini,SWZ,2012,1123863,0.52,20.8,6030,0.54,-0.06,-10.34,0.44,2.16,462.69
Eswatini,SWZ,2013,1129990,0.6,20.66,6127,0.55,0.08,15.38,-0.14,-0.67,530.98
Eswatini,SWZ,2014,1136299,0.48,20.74,6309,0.56,-0.12,-20,0.08,0.39,422.42
Eswatini,SWZ,2015,1142813,0.38,21.34,6514,0.57,-0.1,-20.83,0.6,2.89,332.51
Eswatini,SWZ,2016,1149507,0.36,21.36,6694,0.59,-0.02,-5.26,0.02,0.09,313.18
Eswatini,SWZ,2017,1158195,0.43,20.86,8688,0.76,0.07,19.44,-0.5,-2.34,371.27
Eswatini,SWZ,2018,1168929,0.49,21.21,10734,0.93,0.06,13.95,0.35,1.68,419.19
Eswatini,SWZ,2019,1179874,0.49,21.63,10945,0.94,0,0,0.42,1.98,415.3
Eswatini,SWZ,2020,1192729,0.53,20.84,12855,1.09,0.04,8.16,-0.79,-3.65,444.36
Eswatini,SWZ,2021,1206593,0.57,20.52,13864,1.16,0.04,7.55,-0.32,-1.54,472.4
Eswatini,SWZ,2022,1218917,0.58,20.92,12324,1.02,0.01,1.75,0.4,1.95,475.83
Ethiopia,ETH,2000,67411494,1.69,23.15,NULL,NULL,NULL,NULL,NULL,NULL,25.07
Ethiopia,ETH,2001,69487762,2.04,23.29,2076268,3.08,0.35,20.71,0.14,0.6,29.36
Ethiopia,ETH,2002,71635517,2.06,23.73,2147755,3.09,0.02,0.98,0.44,1.89,28.76
Ethiopia,ETH,2003,73832663,2.33,23.46,2197146,3.07,0.27,13.11,-0.27,-1.14,31.56
Ethiopia,ETH,2004,76077206,2.57,23.41,2244543,3.04,0.24,10.3,-0.05,-0.21,33.78
Ethiopia,ETH,2005,78367470,2.88,23.5,2290264,3.01,0.31,12.06,0.09,0.38,36.75
Ethiopia,ETH,2006,80703490,3.31,23.42,2336020,2.98,0.43,14.93,-0.08,-0.34,41.01
Ethiopia,ETH,2007,83103217,3.43,23.32,2399727,2.97,0.12,3.63,-0.1,-0.43,41.27
Ethiopia,ETH,2008,85543668,3.33,23.25,2440451,2.94,-0.1,-2.92,-0.07,-0.3,38.93
Ethiopia,ETH,2009,88007636,3.62,23.96,2463968,2.88,0.29,8.71,0.71,3.05,41.13
Ethiopia,ETH,2010,90538514,5.01,23.68,2530878,2.88,1.39,38.4,-0.28,-1.17,55.34
Ethiopia,ETH,2011,93149970,6.34,23.57,2611456,2.88,1.33,26.55,-0.11,-0.46,68.06
Ethiopia,ETH,2012,95798767,7.57,23.39,2648797,2.84,1.23,19.4,-0.18,-0.76,79.02
Ethiopia,ETH,2013,98438751,8.67,23.74,2639984,2.76,1.1,14.53,0.35,1.5,88.08
Ethiopia,ETH,2014,101115610,9.47,23.51,2676859,2.72,0.8,9.23,-0.23,-0.97,93.66
Ethiopia,ETH,2015,103867135,10.39,23.94,2751525,2.72,0.92,9.71,0.43,1.83,100.03
Ethiopia,ETH,2016,106718162,12.47,23.92,2851027,2.74,2.08,20.02,-0.02,-0.08,116.85
Ethiopia,ETH,2017,109666481,13.12,23.64,2948319,2.76,0.65,5.21,-0.28,-1.17,119.64
Ethiopia,ETH,2018,112664152,14.55,23.26,2997671,2.73,1.43,10.9,-0.38,-1.61,129.14
Ethiopia,ETH,2019,115737383,15.07,23.42,3073231,2.73,0.52,3.57,0.16,0.69,130.21
Ethiopia,ETH,2020,118917671,15.83,23.35,3180288,2.75,0.76,5.04,-0.07,-0.3,133.12
Ethiopia,ETH,2021,122138588,15.54,23.41,3220917,2.71,-0.29,-1.83,0.06,0.26,127.23
Ethiopia,ETH,2022,125384287,15.42,23.45,3245699,2.66,-0.12,-0.77,0.04,0.17,122.98
Fiji,FJI,2000,840909,0.75,24.81,NULL,NULL,NULL,NULL,NULL,NULL,891.89
Fiji,FJI,2001,849596,0.79,24.91,8687,1.03,0.04,5.33,0.1,0.4,929.85
Fiji,FJI,2002,858049,0.83,24.48,8453,0.99,0.04,5.06,-0.43,-1.73,967.31
Fiji,FJI,2003,866286,0.87,24.71,8237,0.96,0.04,4.82,0.23,0.94,1004.29
Fiji,FJI,2004,874366,0.88,24.72,8080,0.93,0.01,1.15,0.01,0.04,1006.44
Fiji,FJI,2005,882379,0.89,24.82,8013,0.92,0.01,1.14,0.1,0.4,1008.64
Fiji,FJI,2006,890365,0.9,24.57,7986,0.91,0.01,1.12,-0.25,-1.01,1010.82
Fiji,FJI,2007,897832,0.89,25.09,7467,0.84,-0.01,-1.11,0.52,2.12,991.28
Fiji,FJI,2008,903399,0.84,24.62,5567,0.62,-0.05,-5.62,-0.47,-1.87,929.82
Fiji,FJI,2009,907239,0.83,24.47,3840,0.43,-0.01,-1.19,-0.15,-0.61,914.86
Fiji,FJI,2010,910419,0.88,24.95,3180,0.35,0.05,6.02,0.48,1.96,966.59
Fiji,FJI,2011,912989,0.85,24.76,2570,0.28,-0.03,-3.41,-0.19,-0.76,931.01
Fiji,FJI,2012,914918,0.86,24.51,1929,0.21,0.01,1.18,-0.25,-1.01,939.97
Fiji,FJI,2013,916352,0.88,24.74,1434,0.16,0.02,2.33,0.23,0.94,960.33
Fiji,FJI,2014,917585,0.91,24.58,1233,0.13,0.03,3.41,-0.16,-0.65,991.73
Fiji,FJI,2015,918578,0.93,24.53,993,0.11,0.02,2.2,-0.05,-0.2,1012.43
Fiji,FJI,2016,919166,0.95,24.97,588,0.06,0.02,2.15,0.44,1.79,1033.55
Fiji,FJI,2017,918759,1.02,24.99,-407,-0.04,0.07,7.37,0.02,0.08,1110.19
Fiji,FJI,2018,917180,1.04,24.82,-1579,-0.17,0.02,1.96,-0.17,-0.68,1133.91
Fiji,FJI,2019,914899,1.1,25.04,-2281,-0.25,0.06,5.77,0.22,0.89,1202.32
Fiji,FJI,2020,914963,1.02,25.31,64,0.01,-0.08,-7.27,0.27,1.08,1114.8
Fiji,FJI,2021,916711,1.01,25.03,1748,0.19,-0.01,-0.98,-0.28,-1.11,1101.76
Fiji,FJI,2022,919422,1.04,24.98,2711,0.3,0.03,2.97,-0.05,-0.2,1131.15
Finland,FIN,2000,5176209,69.97,3.27,NULL,NULL,NULL,NULL,NULL,NULL,13517.61
Finland,FIN,2001,5188008,74.45,1.9,11799,0.23,4.48,6.4,-1.37,-41.9,14350.4
Finland,FIN,2002,5200598,74.92,1.98,12590,0.24,0.47,0.63,0.08,4.21,14406.04
Finland,FIN,2003,5213014,84.28,2.24,12416,0.24,9.36,12.49,0.26,13.13,16167.23
Finland,FIN,2004,5228172,85.84,2.33,15158,0.29,1.56,1.85,0.09,4.02,16418.74
